Timestamp,Date,Weight
,4/6/2011,168.5
,4/7/2011,168
,4/8/2011,168.5
,4/10/2011,170
,4/11/2011,171
,4/12/2011,169.5
,4/14/2011,168
,4/15/2011,169.5
,4/17/2011,166.5
,4/18/2011,167
,4/20/2011,166.5
,4/21/2011,167
,4/22/2011,168
,4/24/2011,169.5
,4/25/2011,170.5
,4/27/2011,166.5
,4/28/2011,167
,5/1/2011,166.5
,5/3/2011,166
,5/4/2011,165
,5/5/2011,165
,5/6/2011,165.5
,5/7/2011,165.5
,5/9/2011,167
,5/10/2011,166.5
,5/11/2011,165.5
,5/12/2011,166.5
,5/16/2011,166
,5/20/2011,167
,5/23/2011,165
,5/24/2011,165
,5/25/2011,163.5
,5/26/2011,163
,5/27/2011,166
,5/28/2011,165
,6/2/2011,164
,6/3/2011,165
,6/6/2011,163.5
,6/7/2011,162
,6/8/2011,162.5
,6/9/2011,162.5
,6/15/2011,164
,6/22/2011,166
,6/29/2011,165.5
,9/16/2012,165.5
,9/17/2012,167
,9/18/2012,165.5
